"COD","INDICADOR_REND_P_FUND","SAEB_MEDIA_FUND","IDEB_2021_FUND","INDICADOR_REND_P_ENS_MEDIO","SAEB_MEDIA_ENS_MEDIO","IDEB_2021_ENS_MEDIO"
2514008,"0.986259","5.197847","5.1","1","4.416245","4.4"
2514107,"1","4.818054","4.8","1","-","-"
2514206,"0.988471","5.101752","5","1","4.351389","4.4"
2514305,"0.997984","6.080074","6.1","0.997319","-","-"
2514404,"0.990664","5.128652","5.1","1","-","-"
2514453,"0.997577","-","-","0.980741","-","-"
2514503,"0.996347","5.228023","5.2","0.901416","-","-"
2514552,"-","-","-","1","3.749094","3.7"
2514602,"0.954484","-","-","0.977617","3.610889","3.5"
2514651,"0.985169","5.672389","5.6","1","-","-"
2514701,"1","6.343918","6.3","0.955123","-","-"
2514800,"0.971706","5.495536","5.3","1","3.871338","3.9"
2514909,"0.996785","6.199821","6.2","1","-","-"
2515005,"0.938941","5.284902","5","0.929068","3.851946","3.6"
2515104,"0.882643","5.344622","4.7","0.981911","-","-"
2515203,"1","5.683103","5.7","-","-","-"
2515302,"0.991999","4.893342","4.9","0.988981","-","-"
2515401,"0.997984","5.019309","5","1","-","-"
2515500,"0.944494","5.149287","4.9","0.98386","4.576071","4.5"
2515609,"0.96317","5.556288","5.4","0.962127","4.188515","4"
2515708,"0.965297","6.467058","6.2","1","-","-"
2515807,"0.993939","4.46609","4.4","0.996306","-","-"
2515906,"0.963115","4.740625","4.6","0.977028","4.910153","4.8"
2515930,"0.99311","5.416402","5.4","0.970172","-","-"
2515971,"0.986948","4.832409","4.8","0.960289","-","-"
2516003,"0.991926","5.28929","5.2","0.761948","-","-"
2516102,"0.997185","4.948702","4.9","0.990623","4.413155","4.4"
2516151,"1","4.513173","4.5","0.965448","-","-"
2516201,"0.997799","5.557923","5.5","0.960558","4.648059","4.5"
2516300,"1","5.024126","5","1","-","-"
2516409,"0.986509","4.563134","4.5","0.921914","-","-"
2516508,"0.991934","5.056382","5","0.945458","-","-"
2516607,"0.987916","5.55033","5.5","0.987294","4.651808","4.6"
2516706,"0.993572","5.108595","5.1","0.976658","-","-"
2516755,"1","4.454639","4.5","1","-","-"
2516805,"1","4.705124","4.7","1","4.781661","4.8"
2516904,"0.974857","5.058596","4.9","0.989796","-","-"
2517001,"1","5.081559","5.1","1","3.35661","3.4"
2517100,"1","6.665085","6.7","-","-","-"
2517209,"1","6.24964","6.2","1","-","-"
2517407,"1","5.029537","5","1","3.540832","3.5"
2600054,"0.959034","4.886171","4.7","0.934866","4.364342","4.1"
2600104,"0.971999","5.789297","5.6","0.912038","4.754705","4.3"
2600203,"0.969442","5.165228","5","0.98331","4.97331","4.9"
2600302,"0.930171","5.289455","4.9","0.803818","4.631959","3.7"
2600401,"0.978745","4.75112","4.7","0.960146","4.335735","4.2"
2600500,"0.910318","5.119475","4.7","0.895043","4.819819","4.3"
2600609,"0.998996","-","-","0.950613","4.489963","4.3"
2600708,"0.972268","4.291458","4.2","0.970475","4.646771","4.5"
2600807,"0.924517","5.54957","5.1","0.964959","4.727748","4.6"
2600906,"0.999197","4.583865","4.6","1","4.494229","4.5"
2601003,"0.995972","5.884772","5.9","0.911533","4.657964","4.2"
2601052,"0.997393","4.692211","4.7","0.996644","4.178783","4.2"
2601102,"0.998199","4.906393","4.9","0.93536","4.818195","4.5"
2601201,"0.97954","5.244354","5.1","0.953741","4.954755","4.7"
2601300,"0.983011","7.239663","7.1","0.98754","4.192116","4.1"
2601409,"0.99373","4.926931","4.9","0.919142","4.547943","4.2"
2601508,"1","4.882877","4.9","0.966223","4.413394","4.3"
2601607,"1","4.653497","4.7","0.916185","4.645583","4.3"
2601706,"0.826629","4.982313","4.1","0.867354","5.037857","4.4"
2601805,"0.997793","7.068217","7.1","0.960403","4.323883","4.2"
2601904,"0.997189","5.613654","5.6","0.933884","5.134002","4.8"
2602001,"0.925947","4.405443","4.1","0.955344","4.495044","4.3"
2602100,"0.976521","5.95601","5.8","0.981405","4.852187","4.8"
2602209,"0.999197","5.309199","5.3","0.951604","4.90668","4.7"
2602308,"0.997193","5.930602","5.9","0.969544","4.667688","4.5"
2602407,"0.94839","5.788616","5.5","0.911903","4.803471","4.4"
2602506,"0.970366","6.94202","6.7","0.894439","5.219537","4.7"
2602605,"0.916642","4.67305","4.3","0.807436","-","-"
2602704,"0.934921","5.366816","5","0.962998","4.473493","4.3"
2602803,"0.974309","5.000378","4.9","0.957484","4.422934","4.2"
2602902,"1","5.072461","5.1","0.953075","4.499611","4.3"
2603009,"0.988849","4.927205","4.9","0.957172","4.476138","4.3"
2603108,"1","5.668514","5.7","0.846819","5.126805","4.3"
2603207,"1","4.993344","5","0.996644","4.774221","4.8"
2603306,"0.998794","5.195359","5.2","0.982759","5.153645","5.1"
2603405,"0.989636","5.035135","5","0.952728","4.309737","4.1"
2603454,"0.992391","5.159216","5.1","0.923876","4.581255","4.2"
2603504,"0.970258","5.417437","5.3","0.967357","5.318768","5.1"
2603603,"0.994555","4.422611","4.4","0.958415","4.478897","4.3"
2603702,"0.948374","5.001641","4.7","0.928884","4.973629","4.6"
2603801,"0.993432","5.187994","5.2","0.97457","4.723881","4.6"
2603900,"0.99657","6.825609","6.8","0.976086","5.363343","5.2"
2603926,"0.773949","6.518717","5","0.78608","-","-"
2604007,"0.977106","5.353076","5.2","0.968989","4.75289","4.6"
2604106,"0.998197","5.442724","5.4","0.914401","4.942507","4.5"
2604155,"1","-","-","1","4.084939","4.1"
2604205,"0.941937","4.831588","4.6","0.986918","4.611979","4.6"
2604304,"0.920852","5.180432","4.8","0.918975","4.514941","4.1"
2604403,"0.988915","4.702699","4.7","0.986653","4.265919","4.2"
2604502,"0.773134","4.786804","3.7","0.937429","4.835842","4.5"
2604601,"0.91072","4.791333","4.4","0.988283","4.461424","4.4"
2604700,"0.834577","5.274695","4.4","0.966605","4.950521","4.8"
2604809,"0.995382","5.384437","5.4","0.983503","4.682464","4.6"
2604908,"0.942308","4.963133","4.7","0.991611","4.478708","4.4"
2605004,"0.991596","6.565151","6.5","0.911486","4.804021","4.4"
2605103,"0.995538","7.06038","7","0.90391","4.598717","4.2"
2605152,"0.999197","6.20674","6.2","0.968921","4.954357","4.8"
2605202,"0.987521","4.882054","4.8","0.987872","4.431546","4.4"
2605301,"0.994387","5.307507","5.3","0.951329","4.241809","4"
2605400,"0.955168","5.402749","5.2","0.981825","4.716601","4.6"
2605459,"1","6.961981","7","0.985597","5.217197","5.1"
2605509,"0.962657","4.960912","4.8","0.95675","4.491073","4.3"
2605608,"0.984228","5.758885","5.7","0.916816","4.773148","4.4"
2605707,"0.989821","4.749012","4.7","0.905013","4.807778","4.4"
2605806,"0.819034","5.042935","4.1","0.978155","4.847515","4.7"
2605905,"0.942548","4.514099","4.3","0.950429","4.081666","3.9"
2606002,"0.941165","5.295432","5","0.949583","5.396995","5.1"
2606101,"0.995377","5.258739","5.2","0.995989","4.873414","4.9"
2606200,"0.899749","5.00099","4.5","0.972567","4.316181","4.2"
2606309,"0.956865","5.427351","5.2","0.856863","4.66496","4"
2606408,"0.955794","5.061265","4.8","0.965629","4.948088","4.8"
2606507,"0.977339","4.692733","4.6","0.980377","4.699524","4.6"
2606606,"0.949958","4.905473","4.7","0.973835","5.53017","5.4"
2606705,"0.95571","5.358218","5.1","0.987917","4.708498","4.7"
2606804,"0.992999","5.066319","5","0.959906","4.739569","4.5"
2606903,"0.99055","6.253367","6.2","0.975869","4.910704","4.8"
2607000,"0.934402","5.661542","5.3","0.91525","4.266801","3.9"
2607109,"0.951567","6.602927","6.3","0.913753","4.589647","4.2"
2607208,"0.989565","4.970266","4.9","0.978094","4.30674","4.2"
2607307,"0.994185","5.04768","5","0.982845","4.415264","4.3"
2607406,"0.894935","5.159013","4.6","0.96191","5.348046","5.1"
2607505,"0.904073","-","-","0.964381","5.218489","5"
2607604,"0.999197","4.723514","4.7","0.961627","4.715335","4.5"
2607653,"0.99117","4.47681","4.4","0.87464","4.834096","4.2"
2607703,"0.959739","6.292253","6","0.795761","5.248155","4.2"
2607752,"0.998597","5.105546","5.1","0.97339","4.334185","4.2"
2607802,"0.876746","4.47229","3.9","0.963865","4.342644","4.2"
2607901,"1","5.045113","5","0.946832","4.519622","4.3"
2607950,"0.9731","4.774316","4.6","0.939772","4.897654","4.6"
2608008,"0.996785","4.730413","4.7","0.977321","4.757406","4.6"
2608057,"0.94475","5.158127","4.9","0.834618","5.143364","4.3"
2608107,"0.992926","5.259575","5.2","0.986876","5.288401","5.2"
2608206,"0.944572","4.803533","4.5","0.965811","4.816803","4.7"
2608255,"0.998996","5.22631","5.2","0.96902","5.297359","5.1"
2608305,"0.950989","5.374925","5.1","0.964478","5.323031","5.1"
2608404,"0.970774","5.544806","5.4","0.993305","4.428408","4.4"
2608453,"0.94442","4.99365","4.7","0.968147","4.435786","4.3"
2608503,"0.988649","5.299541","5.2","0.990598","4.658938","4.6"
2608602,"1","5.683999","5.7","0.958092","5.51559","5.3"
2608701,"0.929778","5.561163","5.2","0.954819","4.913367","4.7"
2608750,"0.983811","5.869865","5.8","0.866486","4.28042","3.7"
2608800,"0.963824","5.152316","5","0.970217","5.287215","5.1"
2608909,"0.963528","5.502887","5.3","0.956504","5.000386","4.8"
2609006,"0.940524","5.42946","5.1","0.978296","5.138277","5"
2609105,"1","7.325954","7.3","0.968006","4.776639","4.6"
2609154,"0.994992","4.275652","4.3","0.986401","3.80197","3.8"
2609204,"0.99839","4.519343","4.5","0.932774","4.47504","4.2"
2609303,"0.969635","4.745296","4.6","0.988599","3.846694","3.8"
2609402,"1","4.422686","4.4","0.896237","4.762253","4.3"
2609501,"0.955581","4.916801","4.7","0.936444","4.923279","4.6"
2609600,"0.9998","4.989122","5","0.878312","4.456925","3.9"
2609709,"0.999399","7.609002","7.6","0.98695","4.977148","4.9"
2609808,"0.973723","4.350643","4.2","0.955726","4.02827","3.8"
2609907,"0.951016","4.727745","4.5","0.968099","4.316047","4.2"
2610004,"0.998797","5.037474","5","0.970121","4.952244","4.8"
2610103,"0.846326","4.621318","3.9","0.928501","4.894471","4.5"
2610202,"0.977539","6.642529","6.5","0.885815","4.984863","4.4"
2610301,"0.995785","5.579652","5.6","0.972246","4.561222","4.4"
2610400,"1","5.281891","5.3","0.985899","4.068271","4"
2610509,"0.988085","5.484965","5.4","0.963133","4.719229","4.5"
2610608,"0.949627","4.931417","4.7","0.980563","4.523545","4.4"
2610707,"0.984991","5.098726","5","0.963409","4.734107","4.6"
2610806,"0.9909","4.745197","4.7","0.881972","4.112831","3.6"
2610905,"0.93764","5.115516","4.8","0.926471","4.802203","4.4"
2611002,"0.998799","5.399141","5.4","0.95069","4.665013","4.4"
2611101,"0.983847","5.832253","5.7","0.850497","4.89155","4.2"
2611200,"1","5.348047","5.3","1","4.63918","4.6"
2611309,"0.990916","4.951747","4.9","0.993642","4.239268","4.2"
2611408,"0.968212","4.621532","4.5","0.981792","4.389782","4.3"
2611507,"0.997387","5.273781","5.3","0.984608","4.536623","4.5"
2611533,"0.995593","6.559507","6.5","0.994949","6.324832","6.3"
2611606,"0.994392","5.295512","5.3","0.91342","4.853866","4.4"
2611705,"0.899125","5.061771","4.6","0.915469","5.067591","4.6"
2611804,"0.949683","4.624525","4.4","0.964004","4.547684","4.4"
2611903,"1","5.560088","5.6","0.995695","4.541425","4.5"
2612000,"0.895872","5.575756","5","0.932535","4.859336","4.5"
2612109,"0.967615","5.956078","5.8","0.990835","5.533437","5.5"
2612208,"0.971182","5.383046","5.2","0.903359","5.085354","4.6"
2612307,"0.979394","6.041934","5.9","0.930355","4.395274","4.1"
2612406,"1","4.562328","4.6","0.953877","4.649734","4.4"
2612455,"1","5.481179","5.5","0.901983","4.422754","4"
2612471,"0.966884","5.82694","5.6","0.947473","5.04883","4.8"
2612505,"0.891631","5.498128","4.9","0.882225","4.559852","4"
2612554,"0.988286","5.192923","5.1","0.874413","3.661842","3.2"
2612604,"0.980645","4.765276","4.7","0.735715","4.177534","3.1"
2612703,"0.969458","4.946878","4.8","0.978031","4.796833","4.7"
2612802,"0.948762","5.367951","5.1","0.932113","5.283075","4.9"
2612901,"0.957441","5.154081","4.9","0.997319","4.801441","4.8"
2613008,"0.993597","5.561978","5.5","0.954882","4.985903","4.8"
2613107,"0.943052","4.769585","4.5","0.896175","4.688072","4.2"
2613206,"0.971612","5.455259","5.3","0.837498","4.802421","4"
2613305,"1","5.020586","5","0.980631","5.184493","5.1"
2613404,"0.930713","4.701242","4.4","0.981912","4.684882","4.6"
2613503,"0.991736","5.206301","5.2","0.993287","4.691403","4.7"
2613602,"0.966893","5.873668","5.7","0.991603","5.469652","5.4"
2613701,"0.9976","4.589465","4.6","0.921187","4.650684","4.3"
2613800,"0.941182","5.074128","4.8","0.962953","4.475802","4.3"
2613909,"0.98642","5.6653","5.6","0.926567","4.906915","4.5"
2614006,"0.998794","5.259457","5.3","1","4.191003","4.2"
2614105,"0.986222","5.808027","5.7","0.941435","4.472144","4.2"
2614204,"0.994599","5.052645","5","0.977278","4.726548","4.6"
2614303,"0.932452","4.552101","4.2","0.973991","4.559529","4.4"
2614402,"0.987152","5.918364","5.8","0.973271","5.408892","5.3"
2614501,"0.947082","5.421014","5.1","0.937027","5.254647","4.9"
2614600,"0.997984","6.081235","6.1","0.897284","5.22002","4.7"
2614709,"0.848028","5.269453","4.5","0.887096","4.410944","3.9"
2614808,"0.973012","5.11171","5","0.877422","4.909827","4.3"
2614857,"0.957627","5.006956","4.8","0.962947","4.50938","4.3"
2615003,"0.999197","5.310359","5.3","0.950773","4.422153","4.2"
2615102,"0.904723","5.299282","4.8","0.96959","5.043718","4.9"
2615201,"1","5.321372","5.3","1","4.869895","4.9"
2615300,"0.974175","5.369113","5.2","0.963934","5.212188","5"
2615409,"0.999599","5.003267","5","0.787554","4.465011","3.5"
2615508,"0.98603","5.539158","5.5","0.964715","4.998559","4.8"
2615607,"0.985597","4.998887","4.9","0.932077","4.487482","4.2"
2615706,"1","6.150083","6.2","0.960146","5.046441","4.8"
2615805,"0.897829","5.631872","5.1","0.902094","-","-"
2615904,"0.993432","6.259825","6.2","0.963873","5.31053","5.1"
2616001,"0.954755","5.114802","4.9","0.955077","4.933711","4.7"
2616100,"0.927766","4.362362","4","0.9753","5.008037","4.9"
2616183,"0.946109","5.916942","5.6","1","4.822276","4.8"
2616209,"0.910643","-","-","1","5.35556","5.4"
2616308,"0.958602","5.070681","4.9","0.974289","4.685029","4.6"
2616407,"0.998397","5.318196","5.3","0.921755","4.804483","4.4"
2616506,"0.987152","4.985852","4.9","0.986104","4.620811","4.6"
2700102,"0.947973","5.5748","5.3","0.97117","4.31601","4.2"
2700201,"1","5.694374","5.7","0.728754","-","-"
2700300,"0.998999","5.571151","5.6","0.835656","4.772246","4"
2700409,"0.990383","4.534869","4.5","0.788361","-","-"
2700508,"0.968246","4.620063","4.5","0.837545","-","-"
2700607,"0.995184","5.177726","5.2","0.934825","3.661424","3.4"
2700706,"0.987292","4.868729","4.8","0.935202","4.632828","4.3"
2700805,"0.997577","6.48715","6.5","1","4.119845","4.1"
2700904,"0.997984","5.308441","5.3","0.777103","-","-"
2701001,"0.996978","4.917978","4.9","0.839478","-","-"
2701100,"0.998794","-","-","0.995968","4.060995","4"
2701209,"1","4.946698","4.9","0.964628","3.508062","3.4"
2701308,"0.96763","4.582793","4.4","0.789786","4.144644","3.3"
2701357,"1","4.511643","4.5","0.838216","-","-"
2701407,"1","7.071938","7.1","0.844042","4.264304","3.6"
2701506,"0.976954","4.527428","4.4",NA,NA,NA
2701605,"1","5.243393","5.2","0.994317","3.814013","3.8"
2701704,"0.957351","5.433344","5.2","0.922508","4.153312","3.8"
2701803,"0.989526","5.005932","5","0.875383","4.133793","3.6"
2701902,"1","5.352238","5.4","0.965102","4.028643","3.9"
2702009,"0.998794","5.392563","5.4","0.840008","4.543598","3.8"
2702108,"0.998996","6.825078","6.8","0.988318","3.920406","3.9"
2702207,"1","5.017641","5","0.940346","4.02929","3.8"
2702306,"1","7.058911","7.1","0.622672","4.019327","2.5"
2702355,"0.995785","4.525489","4.5","0.812371","4.202161","3.4"
2702405,"0.9996","5.043328","5","0.991982","4.480621","4.4"
2702504,"1","5.742707","5.7","0.896656","4.10997","3.7"
2702553,"1","4.54889","4.5","0.997992","3.36881","3.4"
2702603,"0.990742","5.153856","5.1","0.872787","3.862424","3.4"
2702702,"1","5.219838","5.2","0.745276","-","-"
2702801,"1","5.429283","5.4",NA,NA,NA
2702900,"0.988745","4.719589","4.7","0.792175","3.739528","3"
2703007,"0.997994","7.979661","8","0.955247","6.51529","6.2"
2703106,"0.997595","4.631517","4.6","0.931313","3.777497","3.5"
2703205,"0.995585","5.053645","5","0.777968","-","-"
2703304,"0.997596","5.094965","5.1","0.99666","3.858916","3.8"
2703403,"1","5.539644","5.5","0.88437","-","-"
2703502,"0.989844","5.251541","5.2","0.951162","3.707435","3.5"
2703601,"0.975437","4.289581","4.2","0.936447","3.887546","3.6"
2703700,"0.998592","5.244269","5.2","0.991525","4.429474","4.4"
2703759,"0.992586","7.674689","7.6",NA,NA,NA
2703809,"0.992576","4.419651","4.4","0.768905","3.99266","3.1"
2703908,"0.994352","5.295536","5.3","0.923196","4.199078","3.9"
2704005,"0.998194","5.922108","5.9","0.841976","4.423628","3.7"
2704104,"0.990748","6.612971","6.6","0.799438","3.834001","3.1"
2704203,"0.997395","5.461706","5.4","0.77072","-","-"
2704302,"0.939586","5.162856","4.9","0.821819","4.178836","3.4"
2704401,"1","5.098464","5.1","0.992644","3.828843","3.8"
2704500,"0.989166","4.92889","4.9","0.925406","-","-"
2704609,"1","4.79562","4.8","0.891492","3.791253","3.4"
2704708,"0.997796","5.114296","5.1","0.830677","-","-"
2704807,"1","4.815086","4.8","0.987268","3.952504","3.9"
2704906,"0.969203","5.252625","5.1","1","4.03994","4"
2705002,"0.996391","4.983821","5","0.963931","4.131493","4"
2705101,"0.997795","4.742314","4.7","0.816198","3.853378","3.1"
2705200,"0.994184","5.495326","5.5","0.948362","4.08041","3.9"
2705309,"1","4.713174","4.7","1","3.889617","3.9"
2705408,"1","4.46948","4.5","0.762943","-","-"
2705507,"1","6.18249","6.2","0.747809","3.655616","2.7"
2705606,"0.991411","5.000669","5","1","3.994451","4"
2705705,"0.998798","4.851811","4.8","0.971044","3.723066","3.6"
2705804,"0.998592","5.163327","5.2","1","3.875598","3.9"
2705903,"0.985379","6.506745","6.4","0.786788","-","-"
2706000,"0.998996","4.056822","4.1","0.868998","3.622476","3.1"
2706109,"1","4.827765","4.8","0.966264","4.451433","4.3"
2706208,"0.997373","4.687083","4.7","0.862684","-","-"
2706307,"0.996391","5.325266","5.3","0.900735","4.79789","4.3"
2706406,"0.997196","4.75491","4.7","0.747963","3.74111","2.8"
2706422,"0.994569","4.831682","4.8","0.998328","3.721879","3.7"
2706448,"0.981284","5.181759","5.1","0.93328","-","-"
2706505,"0.994775","4.765575","4.7","1","3.796137","3.8"
2706604,"1","5.174756","5.2","0.882546","3.897729","3.4"
2706703,"1","5.486609","5.5","0.885599","4.48623","4"
2706802,"0.99637","4.981845","5","0.727334","-","-"
2706901,"0.992783","5.64929","5.6","0.832449","3.75528","3.1"
2707008,"1","5.581124","5.6","0.990143","-","-"
2707107,"1","5.417865","5.4","0.900201","4.779133","4.3"
2707206,"1","4.999632","5","0.695415","3.852328","2.7"
2707305,"0.990781","5.297976","5.2","0.9737","3.460615","3.4"
2707404,"0.981494","5.308507","5.2","0.897686","3.9881","3.6"
2707503,"0.991512","4.77142","4.7","0.848253","3.98979","3.4"
2707602,"0.98469","5.933922","5.8","0.961478","4.27177","4.1"
2707701,"0.999199","5.197355","5.2","0.879237","4.211826","3.7"
2707800,"0.989007","4.610189","4.6",NA,NA,NA
2707909,"0.98922","4.4963","4.4","0.809493","3.978117","3.2"
2708006,"0.993193","4.758336","4.7","0.825938","4.883912","4"
2708105,"1","8.077087","8.1","0.96462","3.855491","3.7"
2708204,"1","6.829008","6.8","0.866846","3.434525","3"
2708303,"1","7.411698","7.4","0.994297","4.690754","4.7"
2708402,"0.998197","5.655588","5.6","0.858182","4.100219","3.5"
2708501,"0.999599","4.920953","4.9","0.838357","3.421284","2.9"
2708600,"0.993931","5.801771","5.8","0.824108","4.308257","3.6"
2708709,"0.983431","-","-","0.939277","3.515264","3.3"
2708808,"0.98641","5.066506","5","0.873262","4.345443","3.8"
2708907,"0.994161","5.415931","5.4","0.781792","-","-"
2708956,"0.997591","4.732718","4.7","0.880916","-","-"
